animal_id,cell_id,group
animal8,C046,Overlap
animal8,C048,Overlap
animal8,C049,LateOnly
animal8,C053,Overlap
animal8,C055,EarlyOnly
animal8,C058,EarlyOnly
animal8,C060,Overlap
animal8,C061,Overlap
animal8,C067,Overlap
animal8,C073,Overlap
animal8,C075,Overlap
animal8,C077,LateOnly
animal8,C078,LateOnly
animal8,C081,Overlap
animal8,C082,LateOnly
animal8,C088,EarlyOnly
animal8,C092,EarlyOnly
animal8,C093,LateOnly
animal8,C095,Overlap
animal8,C097,EarlyOnly
animal8,C100,LateOnly
animal8,C101,EarlyOnly
animal8,C102,LateOnly
animal8,C103,Overlap
animal8,C105,LateOnly
animal8,C106,EarlyOnly
animal8,C107,LateOnly
animal8,C109,Overlap
animal8,C110,LateOnly
animal8,C111,LateOnly
animal8,C113,EarlyOnly
animal9,C001,EarlyOnly
animal9,C003,LateOnly
animal9,C005,LateOnly
animal9,C006,LateOnly
animal9,C007,LateOnly
animal9,C008,Overlap
animal9,C014,LateOnly
animal9,C015,LateOnly
animal9,C016,LateOnly
animal9,C018,LateOnly
10492,C001,Overlap
10492,C002,Overlap
10492,C003,LateOnly
10492,C004,Overlap
10492,C005,LateOnly
10492,C006,EarlyOnly
10492,C008,Overlap
10492,C012,LateOnly
10492,C014,Overlap
10492,C016,Overlap
10492,C018,Overlap
10492,C023,LateOnly
10492,C024,LateOnly
10492,C025,LateOnly
10492,C026,EarlyOnly
10492,C027,EarlyOnly
10492,C028,EarlyOnly
10492,C029,LateOnly
10492,C034,EarlyOnly
10492,C036,Overlap
10492,C042,EarlyOnly
10492,C044,LateOnly
10492,C046,Overlap
10492,C049,LateOnly
10492,C053,EarlyOnly
10492,C054,LateOnly
10492,C055,Overlap
10492,C056,Overlap
10492,C058,EarlyOnly
10492,C060,EarlyOnly
10492,C065,EarlyOnly
10492,C066,EarlyOnly
10492,C067,Overlap
10492,C069,Overlap
10492,C071,EarlyOnly
10492,C072,LateOnly
10492,C074,Overlap
10492,C079,Overlap
10492,C082,EarlyOnly
10492,C083,Overlap
10492,C084,EarlyOnly
10492,C085,EarlyOnly
10492,C091,EarlyOnly
10492,C093,LateOnly
10492,C095,Overlap
10492,C098,LateOnly
10492,C100,EarlyOnly
10492,C101,Overlap
10492,C105,Overlap
10492,C115,Overlap
10492,C117,LateOnly
10492,C119,EarlyOnly
10492,C123,Overlap
10492,C126,Overlap
10492,C127,LateOnly
10492,C128,Overlap
10492,C129,Overlap
10492,C130,Overlap
10492,C132,EarlyOnly
10492,C133,EarlyOnly
10492,C136,EarlyOnly
10492,C137,EarlyOnly
10492,C142,EarlyOnly
10492,C145,EarlyOnly
10492,C146,LateOnly
10492,C147,Overlap
10492,C156,LateOnly
10492,C157,Overlap
10492,C160,LateOnly
10492,C162,LateOnly
10492,C164,Overlap
10492,C166,Overlap
10492,C167,Overlap
10492,C168,LateOnly
10492,C170,Overlap
10492,C174,LateOnly
10492,C178,LateOnly
10492,C179,Overlap
10492,C180,Overlap
10492,C182,Overlap
10492,C183,LateOnly
10492,C188,Overlap
10492,C190,Overlap
10492,C191,EarlyOnly
10492,C193,EarlyOnly
10492,C194,EarlyOnly
10492,C195,LateOnly
10492,C197,Overlap
10492,C198,Overlap
10492,C199,EarlyOnly
10492,C200,LateOnly
10492,C204,Overlap
10492,C205,EarlyOnly
10492,C209,EarlyOnly
10492,C210,EarlyOnly
10492,C213,Overlap
10492,C214,EarlyOnly
10492,C216,LateOnly
10492,C220,EarlyOnly
10492,C221,LateOnly
10492,C223,LateOnly
10492,C225,LateOnly
10492,C227,Overlap
10492,C230,LateOnly
10492,C231,EarlyOnly
10492,C232,Overlap
10492,C233,EarlyOnly
10492,C234,Overlap
10492,C235,LateOnly
10492,C236,LateOnly
10492,C237,Overlap
10492,C238,EarlyOnly
10492,C240,Overlap
10492,C243,LateOnly
10492,C249,Overlap
10492,C250,LateOnly
10492,C251,Overlap
